,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Genus,ScientificName,CommonName,Year,Date,Age
20457,75865,Undocumented,Lophostemon confertus :: Brisbane Box,598x Ellis St,1.0,Sidewalk: Curb side : Cutout,Private,5/29/82 0:00,3,,37.78448799,-122.4159885,Lophostemon,Lophostemon confertus,Brisbane Box,1982,1982-05-29 00:00:00,42
20503,44178,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3898 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,10/17/07 0:00,5,3x3,37.7887885,-122.4571116,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2007,2007-10-17 00:00:00,17
20508,23065,DPW Maintained,Lophostemon confertus :: Brisbane Box,1171 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,4/29/92 0:00,20,3X3,37.75422083,-122.4207613,Lophostemon,Lophostemon confertus,Brisbane Box,1992,1992-04-29 00:00:00,32
20536,54437,DPW Maintained,Pittosporum undulatum :: Victorian Box,417 Mississippi St,1.0,Sidewalk: Curb side : Cutout,Private,6/8/72 0:00,12,,37.76108097,-122.3943518,Pittosporum,Pittosporum undulatum,Victorian Box,2072,2072-06-08 00:00:00,-48
20548,43418,DPW Maintained,Lophostemon confertus :: Brisbane Box,246 02nd St,3.0,Sidewalk: Curb side : Cutout,Private,7/18/00 0:00,5,,37.78589231,-122.3972737,Lophostemon,Lophostemon confertus,Brisbane Box,2000,2000-07-18 00:00:00,24
20549,15509,DPW Maintained,Pittosporum undulatum :: Victorian Box,2732 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,1/17/92 0:00,18,3x3,37.75325597,-122.4186286,Pittosporum,Pittosporum undulatum,Victorian Box,1992,1992-01-17 00:00:00,32
20585,193,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,423X Guerrero St,1.0,Sidewalk: Curb side : Cutout,DPW,3/24/08 0:00,3,3X3,37.76438292,-122.4239536,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-03-24 00:00:00,16
20606,89509,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4632 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/26/08 0:00,3,3x3,37.77763318,-122.4980855,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-03-26 00:00:00,16
20611,60400,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1515 Quesada Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,9,,37.7313435,-122.3881231,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1982,1982-10-26 00:00:00,42
20614,266681,Private,Platanus x hispanica :: Sycamore: London Plane,1995 Evans Ave,11.0,Sidewalk: Curb side : Cutout,Private,11/8/21 0:00,3,,37.74714231,-122.3959145,Platanus,Platanus x,Sycamore: London Plane,2021,2021-11-08 00:00:00,3
20627,95757,DPW Maintained,Lophostemon confertus :: Brisbane Box,260 Madrid St,8.0,Sidewalk: Curb side : Cutout,SFUSD,10/25/17 16:33,3,3x3,37.72506851,-122.4302924,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-10-25 16:33:00,7
20629,23129,Permitted Site,Lophostemon confertus :: Brisbane Box,1551X Valencia St,3.0,Sidewalk: Curb side : Cutout,Private,12/29/95 0:00,18,3x3,37.74762679,-122.420121,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-12-29 00:00:00,29
20633,389,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3721X 19th Ave,10.0,Sidewalk: Curb side : Cutout,DPW,3/18/06 0:00,3,2,37.72079632,-122.4754285,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-03-18 00:00:00,18
20642,54466,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2025 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,7/10/09 0:00,4,3x3,37.78918082,-122.4424604,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2009,2009-07-10 00:00:00,15
20643,9773,Permitted Site,Lophostemon confertus :: Brisbane Box,897X Gough St,1.0,Sidewalk: Curb side : Cutout,Rec/Park,2/25/97 0:00,18,3X3,37.7814929,-122.4239968,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-02-25 00:00:00,27
20659,202626,DPW Maintained,Lophostemon confertus :: Brisbane Box,1380 07th St,2.0,Sidewalk: Curb side : Cutout,Private,3/20/18 0:00,3,Width 4ft,37.76742287,-122.3963041,Lophostemon,Lophostemon confertus,Brisbane Box,2018,2018-03-20 00:00:00,6
20674,24957,DPW Maintained,Lophostemon confertus :: Brisbane Box,3150 03rd St,7.0,Sidewalk: Curb side : Cutout,Private,10/20/95 0:00,3,3x2,37.74952277,-122.387661,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-10-20 00:00:00,29
20692,89475,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4100 Anza St,2.0,Sidewalk: Curb side : Cutout,DPW,3/26/08 0:00,3,3x3,37.77789356,-122.4923246,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-03-26 00:00:00,16
20733,253051,DPW Maintained,Lophostemon confertus :: Brisbane Box,101 Donahue St,4.0,Sidewalk: Curb side : Cutout,Private,7/12/17 0:00,3,3x3,37.72876777,-122.3700947,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-07-12 00:00:00,7
20763,13164,DPW Maintained,Lophostemon confertus :: Brisbane Box,1901 Lombard St,3.0,Sidewalk: Curb side : Cutout,DPW,1/30/08 0:00,0,3X3,37.80018199,-122.4327396,Lophostemon,Lophostemon confertus,Brisbane Box,2008,2008-01-30 00:00:00,16
20782,14122,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1600X Market St,3.0,Sidewalk: Curb side : Cutout,DPW,7/7/11 15:22,2,4x4,37.77392686,-122.4210615,Platanus,Platanus x,Sycamore: London Plane,2011,2011-07-07 15:22:00,13
20796,57517,DPW Maintained,Pittosporum undulatum :: Victorian Box,3561 Pierce St,1.0,Sidewalk: Curb side : Cutout,Private,9/30/76 0:00,11,,37.80350548,-122.4401721,Pittosporum,Pittosporum undulatum,Victorian Box,1976,1976-09-30 00:00:00,48
20805,24956,DPW Maintained,Lophostemon confertus :: Brisbane Box,3150 03rd St,6.0,Sidewalk: Curb side : Cutout,DPW,10/20/95 0:00,8,3x2,37.74960989,-122.3876653,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-10-20 00:00:00,29
20844,49619,DPW Maintained,Lophostemon confertus :: Brisbane Box,1452 Howard St,1.0,Sidewalk: Curb side : Cutout,Private,5/13/03 0:00,6,3x3,37.77362265,-122.4150721,Lophostemon,Lophostemon confertus,Brisbane Box,2003,2003-05-13 00:00:00,21
20897,34884,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,211 Main St,1.0,Sidewalk: Curb side : Cutout,Private,9/9/97 0:00,10,,37.79034174,-122.3929039,Platanus,Platanus x,Sycamore: London Plane,1997,1997-09-09 00:00:00,27
20942,69226,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,506 Grove St,1.0,Sidewalk: Curb side : Cutout,Private,1/31/94 0:00,9,,37.77762407,-122.425202,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1994,1994-01-31 00:00:00,30
20955,130143,DPW Maintained,Lophostemon confertus :: Brisbane Box,600 Gough St,2.0,Sidewalk: Curb side : Cutout,Private,2/27/17 0:00,3,Width 4ft,37.77892268,-122.4233,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-02-27 00:00:00,7
21034,83781,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1659 44th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1/23/08 0:00,0,3x3,37.7556921,-122.5035362,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-01-23 00:00:00,16
21043,51329,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,333 01st St,9.0,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,,37.78712732,-122.394119,Platanus,Platanus x,Sycamore: London Plane,2015,2015-01-27 00:00:00,9
21044,86805,Permitted Site,Lophostemon confertus :: Brisbane Box,650X Phelps St,14.0,Sidewalk: Curb side : Cutout,Purchasing Dept,10/1/07 0:00,3,2x2,37.74111833,-122.3902157,Lophostemon,Lophostemon confertus,Brisbane Box,2007,2007-10-01 00:00:00,17
21055,60582,DPW Maintained,Lophostemon confertus :: Brisbane Box,1426 Fulton St,1.0,Sidewalk: Curb side : Cutout,DPW,12/29/82 0:00,10,,37.77666747,-122.4402778,Lophostemon,Lophostemon confertus,Brisbane Box,1982,1982-12-29 00:00:00,42
21065,46964,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3899X Kirkham St,2.0,Sidewalk: Curb side : Cutout,SFUSD,5/1/02 0:00,8,3x20,37.75811133,-122.5024502,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2002,2002-05-01 00:00:00,22
21066,90988,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2849 Balboa St,2.0,Sidewalk: Curb side : Cutout,DPW,11/13/08 0:00,3,3x3,37.77599464,-122.4894789,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-11-13 00:00:00,16
21075,108165,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1501X Filbert St,3.0,Sidewalk: Curb side : Cutout,Private,11/26/14 0:00,3,3x3,37.79937861,-122.424532,Platanus,Platanus x,Sycamore: London Plane,2014,2014-11-26 00:00:00,10
21083,39205,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,2188 Cayuga Ave,3.0,Sidewalk: Curb side : Cutout,Private,11/23/98 0:00,4,3x3,37.71030817,-122.4545102,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1998,1998-11-23 00:00:00,26
21084,51330,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,333 01st St,8.0,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,,37.78708316,-122.3940649,Platanus,Platanus x,Sycamore: London Plane,2015,2015-01-27 00:00:00,9
21087,44523,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,828 Innes Ave,4.0,Sidewalk: Curb side : Cutout,Private,3/29/01 0:00,6,,37.73152644,-122.3747387,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2001,2001-03-29 00:00:00,23
21127,26048,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,122 Broad St,1.0,Sidewalk: Curb side : Cutout,Private,2/16/00 0:00,12,3X3,37.71326131,-122.4569922,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2000,2000-02-16 00:00:00,24
21173,19307,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,345 07th St,3.0,Sidewalk: Curb side : Cutout,DPW,9/27/08 0:00,3,3X3,37.77632518,-122.4071296,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-09-27 00:00:00,16
21191,22942,DPW Maintained,Lophostemon confertus :: Brisbane Box,422 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,12/8/97 0:00,3,3x3,37.76612217,-122.4221064,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-12-08 00:00:00,27
21195,12767,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1815 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,8/14/92 0:00,20,4X4,37.78594119,-122.4791036,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1992,1992-08-14 00:00:00,32
21211,214916,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,20 Pinehurst Way,1.0,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,13,Width 2ft,37.72710172,-122.4656675,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1993,1993-08-09 00:00:00,31
21225,41183,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2246 Beach St,1.0,Sidewalk: Curb side : Cutout,Private,11/24/99 0:00,9,,37.80345047,-122.4461056,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1999,1999-11-24 00:00:00,25
21235,22385,DPW Maintained,Lophostemon confertus :: Brisbane Box,5668 03RD ST,3.0,Sidewalk: Curb side : Cutout,DPW,4/15/15 15:05,3,3X3,37.72650181,-122.3939139,Lophostemon,Lophostemon confertus,Brisbane Box,2015,2015-04-15 15:05:00,9
21246,222619,Section 806 (d),Platanus x hispanica :: Sycamore: London Plane,2070 Folsom St,3.0,Sidewalk: Curb side : Cutout,Private,12/14/21 0:00,3,5x5,37.76438249,-122.4153345,Platanus,Platanus x,Sycamore: London Plane,2021,2021-12-14 00:00:00,3
21276,100342,DPW Maintained,Lophostemon confertus :: Brisbane Box,1190 Mission St,5.0,Sidewalk: Curb side : Cutout,Private,8/6/12 0:00,4,3x3,37.77773018,-122.4129509,Lophostemon,Lophostemon confertus,Brisbane Box,2012,2012-08-06 00:00:00,12
21282,12862,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2508 Lake St,1.0,Sidewalk: Curb side : Cutout,DPW,5/27/97 0:00,10,3X3,37.78575911,-122.4865445,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1997,1997-05-27 00:00:00,27
21289,51247,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1526 Santiago St,1.0,Sidewalk: Curb side : Cutout,Private,8/17/04 0:00,4,,37.74463388,-122.4838456,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2004,2004-08-17 00:00:00,20
21311,8796,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3575 Geary Blvd,5.0,Sidewalk: Curb side : Cutout,Private,11/13/08 0:00,3,3x3,37.78117558,-122.4577255,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-11-13 00:00:00,16
21332,60049,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1454 25th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2/24/82 0:00,10,,37.76041649,-122.4832798,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1982,1982-02-24 00:00:00,42
21359,43415,DPW Maintained,Lophostemon confertus :: Brisbane Box,246 02nd St,5.0,Sidewalk: Curb side : Cutout,Private,7/18/00 0:00,10,,37.78577066,-122.397136,Lophostemon,Lophostemon confertus,Brisbane Box,2000,2000-07-18 00:00:00,24
21362,47058,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2500 Ulloa St,2.0,Sidewalk: Curb side : Cutout,Private,6/12/02 0:00,6,,37.7409296,-122.4832864,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2002,2002-06-12 00:00:00,22
21365,35029,DPW Maintained,Lophostemon confertus :: Brisbane Box,403 Main St,9.0,Sidewalk: Curb side : Cutout,Private,1/5/98 0:00,11,,37.78805874,-122.3900366,Lophostemon,Lophostemon confertus,Brisbane Box,1998,1998-01-05 00:00:00,26
21367,266235,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2400 17th Ave,4.0,Sidewalk: Curb side : Cutout,Private,7/30/21 0:00,3,Width 3ft,37.74291295,-122.4734559,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2021,2021-07-30 00:00:00,3
21387,90982,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2937 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,11/13/08 0:00,3,3x3,37.77594618,-122.4904976,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-11-13 00:00:00,16
21398,3486,DPW Maintained,Lophostemon confertus :: Brisbane Box,301X Cargo Way,18.0,Sidewalk: Curb side : Cutout,DPW,3/7/06 0:00,3,3X3,37.74194744,-122.3800639,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-03-07 00:00:00,18
21401,12048,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1250X La Salle Ave,30.0,Sidewalk: Curb side : Cutout,DPW,3/11/06 0:00,3,3X3,37.73211505,-122.3828043,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-03-11 00:00:00,18
21403,13148,DPW Maintained,Lophostemon confertus :: Brisbane Box,1839 Lombard St,1.0,Sidewalk: Curb side : Cutout,Private,2/14/97 0:00,18,3X3,37.80028233,-122.4318066,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-02-14 00:00:00,27
21410,204,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2912 19th Ave,2.0,Sidewalk: Curb side : Cutout,Private,9/8/94 0:00,20,2X3,37.7342305,-122.4749307,Platanus,Platanus x,Sycamore: London Plane,1994,1994-09-08 00:00:00,30
21418,5857,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,940X Eddy St,6.0,Sidewalk: Curb side : Cutout,DPW,10/24/15 9:36,3,3x3,37.78266181,-122.4231555,Platanus,Platanus x,Sycamore: London Plane,2015,2015-10-24 09:36:00,9
21452,58690,DPW Maintained,Pittosporum undulatum :: Victorian Box,2824 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/26/79 0:00,7,,37.77641159,-122.4571975,Pittosporum,Pittosporum undulatum,Victorian Box,1979,1979-04-26 00:00:00,45
21459,9741,Permitted Site,Lophostemon confertus :: Brisbane Box,715 Gough St,1.0,Sidewalk: Curb side : Cutout,Private,3/5/90 0:00,10,4x4,37.77991706,-122.4236656,Lophostemon,Lophostemon confertus,Brisbane Box,1990,1990-03-05 00:00:00,34
21476,29126,DPW Maintained,Lophostemon confertus :: Brisbane Box,345 Leavenworth St,2.0,Sidewalk: Curb side : Cutout,DPW,11/19/05 0:00,3,3x3,37.78413483,-122.4144123,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-11-19 00:00:00,19
21491,47257,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1035 Gilman Ave,3.0,Sidewalk: Curb side : Cutout,SFUSD,7/8/09 0:00,6,3x3,37.71855592,-122.3888594,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2009,2009-07-08 00:00:00,15
21492,27309,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,781 Dolores St,1.0,Sidewalk: Curb side : Cutout,DPW,11/9/99 0:00,12,3X3,37.75697462,-122.4255016,Platanus,Platanus x,Sycamore: London Plane,1999,1999-11-09 00:00:00,25
21515,105510,Undocumented,Lophostemon confertus :: Brisbane Box,3505 19TH ST,2.0,Sidewalk: Curb side : Cutout,Private,3/13/14 0:00,10,4x3,37.75982403,-122.4217151,Lophostemon,Lophostemon confertus,Brisbane Box,2014,2014-03-13 00:00:00,10
21523,25200,DPW Maintained,Lophostemon confertus :: Brisbane Box,23 Franklin St,2.0,Sidewalk: Curb side : Cutout,DPW,1/7/95 0:00,12,3X3,37.77457875,-122.4209192,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-01-07 00:00:00,29
21526,24048,DPW Maintained,Lophostemon confertus :: Brisbane Box,82 Westbrook Ct,1.0,Sidewalk: Curb side : Cutout,DPW,3/9/06 0:00,3,3X4,37.73508806,-122.3828732,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-03-09 00:00:00,18
21527,59699,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3188 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,1/5/15 0:00,3,,37.79022124,-122.4457225,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2015,2015-01-05 00:00:00,9
21532,48755,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,219 Brannan St,12.0,Sidewalk: Curb side : Cutout,Private,8/27/15 0:00,7,,37.78321506,-122.3902208,Platanus,Platanus x,Sycamore: London Plane,2015,2015-08-27 00:00:00,9
21543,95975,DPW Maintained,Pittosporum undulatum :: Victorian Box,6300 Geary Blvd,1.0,Median :,DPW,3/12/11 0:00,1,,37.78019606,-122.4871078,Pittosporum,Pittosporum undulatum,Victorian Box,2011,2011-03-12 00:00:00,13
21551,32192,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,249 Fair Oaks St,1.0,Sidewalk: Curb side : Cutout,Private,8/18/95 0:00,11,,37.75269497,-122.4240036,Platanus,Platanus x,Sycamore: London Plane,1995,1995-08-18 00:00:00,29
21556,15588,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3184 Mission St,5.0,Sidewalk: Curb side : Cutout,DPW,1/30/99 0:00,3,3X3,37.74596548,-122.4197655,Platanus,Platanus x,Sycamore: London Plane,1999,1999-01-30 00:00:00,25
21558,22414,DPW Maintained,Lophostemon confertus :: Brisbane Box,5800 03rd St,13.0,Sidewalk: Curb side : Cutout,Private,5/11/16 0:00,3,3x6,37.72470822,-122.3947541,Lophostemon,Lophostemon confertus,Brisbane Box,2016,2016-05-11 00:00:00,8
21566,183782,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2295 32nd Ave,2.0,Sidewalk: Curb side : Cutout,Private,3/2/20 0:00,3,5x5,37.74448652,-122.4898388,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2020,2020-03-02 00:00:00,4
21571,62250,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,425 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/3/85 0:00,10,,37.72508239,-122.4388901,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1985,1985-10-03 00:00:00,39
21574,173697,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1401X Mission St,4.0,Sidewalk: Curb side : Cutout,Private,12/29/16 0:00,3,3X3,37.77519503,-122.415883,Lophostemon,Lophostemon confertus,Brisbane Box,2016,2016-12-29 00:00:00,8
21577,20186,DPW Maintained,Pittosporum undulatum :: Victorian Box,1225 Steiner St,7.0,Sidewalk: Curb side : Cutout,DPW,5/19/92 0:00,12,3X3,37.78039662,-122.4338835,Pittosporum,Pittosporum undulatum,Victorian Box,1992,1992-05-19 00:00:00,32
21581,62569,DPW Maintained,Pittosporum undulatum :: Victorian Box,554 Kansas St,1.0,Sidewalk: Curb side : Cutout,Private,1/28/86 0:00,10,,37.76271801,-122.4034009,Pittosporum,Pittosporum undulatum,Victorian Box,1986,1986-01-28 00:00:00,38
21590,62245,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,448 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/3/85 0:00,11,,37.72488932,-122.4391758,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1985,1985-10-03 00:00:00,39
21603,25842,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,800X The Embarcadero,6.0,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.79950133,-122.3981503,Platanus,Platanus x,Sycamore: London Plane,1995,1995-10-30 00:00:00,29
21622,22441,DPW Maintained,Lophostemon confertus :: Brisbane Box,6025 03rd St,5.0,Sidewalk: Curb side : Cutout,DPW,6/19/13 0:00,36,3X3,37.72359267,-122.3949552,Lophostemon,Lophostemon confertus,Brisbane Box,2013,2013-06-19 00:00:00,11
21638,14071,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1390 Market St,14.0,Sidewalk: Curb side : Cutout,DPW,6/23/18 0:00,3,4x4,37.77671822,-122.4174657,Platanus,Platanus x,Sycamore: London Plane,2018,2018-06-23 00:00:00,6
21645,63579,DPW Maintained,Pittosporum undulatum :: Victorian Box,1370 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,4/30/87 0:00,12,,37.79982849,-122.4220052,Pittosporum,Pittosporum undulatum,Victorian Box,1987,1987-04-30 00:00:00,37
21662,262402,DPW Maintained,Lophostemon confertus :: Brisbane Box,1X Benton Ave,3.0,Sidewalk: Curb side : Cutout,DPW,7/21/20 0:00,3,3x3,37.73226499,-122.4266035,Lophostemon,Lophostemon confertus,Brisbane Box,2020,2020-07-21 00:00:00,4
21665,253199,DPW Maintained,Lophostemon confertus :: Brisbane Box,800 Oak St,1.0,Sidewalk: Property side : Cutout,DPW,11/2/19 6:04,3,6x6,37.77376511,-122.4328432,Lophostemon,Lophostemon confertus,Brisbane Box,2019,2019-11-02 06:04:00,5
21671,250415,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,50 Seacliff Ave,1.0,Sidewalk: Curb side : Yard,Private,1/14/20 0:00,3,Width 4ft,37.78896743,-122.4857437,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2020,2020-01-14 00:00:00,4
21683,27904,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,280 The Embarcadero,34.0,Sidewalk: Curb side : Cutout,Port,1/31/01 0:00,12,,37.78204148,-122.3885155,Platanus,Platanus x,Sycamore: London Plane,2001,2001-01-31 00:00:00,23
21684,144280,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,690 45th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1/16/20 0:00,3,Width 3ft,37.77562388,-122.5058211,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2020,2020-01-16 00:00:00,4
21686,26373,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2655 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/16/97 0:00,3,3X3,37.71534704,-122.450977,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1997,1997-12-16 00:00:00,27
21702,76222,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3899X Kirkham St,6.0,Sidewalk: Curb side : Cutout,SFUSD,5/14/94 0:00,5,3x20,37.75811133,-122.5024502,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1994,1994-05-14 00:00:00,30
21708,23515,Permitted Site,Lophostemon confertus :: Brisbane Box,2655 Van Ness Ave,3.0,Sidewalk: Curb side : Cutout,Private,4/18/08 0:00,3,3x3,37.8001162,-122.4245355,Lophostemon,Lophostemon confertus,Brisbane Box,2008,2008-04-18 00:00:00,16
21726,51391,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,75 Lafayette St,1.0,Sidewalk: Curb side : Cutout,Private,10/13/04 0:00,4,3x3,37.77271908,-122.4166845,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2004,2004-10-13 00:00:00,20
21727,29347,DPW Maintained,Lophostemon confertus :: Brisbane Box,1500X Portola Dr,13.0,Median : Cutout,DPW,1/16/06 0:00,3,3X3,37.73667874,-122.4693298,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-01-16 00:00:00,18
21734,86125,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1686 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/18/07 0:00,3,3x3,37.75617557,-122.4819052,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2007,2007-01-18 00:00:00,17
21751,23118,DPW Maintained,Lophostemon confertus :: Brisbane Box,1485 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,4/20/97 0:00,11,6x5,37.74922293,-122.4202749,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-04-20 00:00:00,27
21786,48989,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,380 29th St,1.0,Sidewalk: Curb side : Cutout,Private,12/6/02 0:00,8,,37.74366373,-122.4284412,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2002,2002-12-06 00:00:00,22
21797,10122,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,862 Guerrero St,1.0,Sidewalk: Curb side : Cutout,Private,5/8/97 0:00,24,3X4,37.75727649,-122.4235094,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1997,1997-05-08 00:00:00,27
